"cma","xi","yi","xg","yg"
535,-79.18388,43.76183,-79.18363,43.76190
535,-79.21926,43.74312,-79.21890,43.74318
535,-79.23273,43.72513,-79.23250,43.72524
535,-79.26318,43.73342,-79.26296,43.73346
535,-79.25556,43.75348,-79.25536,43.75350
535,-79.21895,43.76985,-79.21866,43.76981
535,-79.25190,43.77223,-79.25150,43.77205
535,-79.23543,43.75777,-79.23524,43.75774
535,-79.28505,43.74730,-79.28483,43.74752
535,-79.31378,43.72596,-79.31348,43.72608
535,-79.30992,43.74191,-79.30978,43.74215
535,-79.31562,43.75783,-79.31526,43.75789
535,-79.29166,43.76333,-79.29135,43.76343
535,-79.29625,43.70875,-79.29596,43.70877
535,-79.26165,43.71645,-79.26133,43.71652
535,-79.25538,43.70259,-79.25496,43.70274
535,-79.27499,43.68540,-79.27437,43.68541
535,-79.27687,43.69480,-79.27640,43.69477
535,-79.29017,43.67224,-79.28994,43.67214
535,-79.30821,43.67397,-79.30791,43.67393
535,-79.28938,43.69291,-79.28904,43.69289
535,-79.31306,43.68574,-79.31279,43.68574
535,-79.31760,43.69640,-79.31742,43.69642
535,-79.32824,43.67090,-79.32802,43.67092
535,-79.34036,43.66099,-79.34009,43.66106
535,-79.34257,43.67280,-79.34242,43.67293
535,-79.35554,43.68271,-79.35520,43.68281
535,-79.34193,43.69107,-79.34167,43.69117
535,-79.33420,43.68502,-79.33393,43.68508
535,-79.34385,43.70729,-79.34365,43.70751
535,-79.34281,43.70537,-79.34264,43.70540
535,-79.34152,43.70387,-79.34126,43.70397
535,-79.34381,43.70182,-79.34342,43.70178
535,-79.35027,43.70494,-79.34991,43.70504
535,-79.33472,43.70987,-79.33442,43.70998
535,-79.33908,43.72042,-79.33887,43.72060
535,-79.34365,43.73710,-79.34336,43.73714
535,-79.36013,43.75284,-79.35995,43.75295
535,-79.38568,43.75460,-79.38551,43.75481
535,-79.37152,43.75489,-79.37109,43.75505
535,-79.37694,43.75419,-79.37677,43.75439
535,-79.37796,43.75698,-79.37781,43.75718
535,-79.37210,43.75703,-79.37192,43.75741
535,-79.36150,43.75849,-79.36129,43.75870
535,-79.38830,43.76630,-79.38806,43.76663
535,-79.34747,43.77503,-79.34697,43.77512
535,-79.37160,43.77007,-79.37135,43.77032
535,-79.37071,43.75124,-79.37043,43.75142
535,-79.36660,43.73921,-79.36660,43.73921
535,-79.35317,43.78726,-79.35299,43.78734
535,-79.39645,43.74530,-79.39642,43.74548
535,-79.41107,43.76137,-79.41089,43.76155
535,-79.41558,43.77970,-79.41556,43.77973
535,-79.39657,43.80308,-79.39624,43.80324
535,-79.37082,43.82387,-79.37052,43.82398
535,-79.40191,43.82126,-79.40171,43.82122
535,-79.45002,43.81087,-79.44986,43.81087
535,-79.45829,43.80184,-79.45789,43.80201
535,-79.44331,43.77386,-79.44300,43.77385
535,-79.42025,43.79795,-79.42013,43.79801
535,-79.45980,43.75104,-79.45952,43.75110
535,-79.43685,43.74736,-79.43650,43.74728
535,-79.39229,43.78485,-79.39211,43.78499
535,-79.44599,43.79247,-79.44581,43.79247
535,-79.43212,43.72823,-79.43182,43.72821
535,-79.40261,43.72511,-79.40220,43.72510
535,-79.42589,43.70107,-79.42555,43.70100
535,-79.39878,43.70659,-79.39833,43.70672
535,-79.37758,43.71088,-79.37713,43.71100
535,-79.36102,43.70302,-79.36058,43.70313
535,-79.37209,43.69669,-79.37176,43.69678
535,-79.39445,43.68824,-79.39410,43.68813
535,-79.38679,43.67035,-79.38674,43.67024
535,-79.38524,43.66653,-79.38524,43.66653
535,-79.36966,43.66805,-79.36955,43.66816
535,-79.37376,43.66715,-79.37371,43.66729
535,-79.37233,43.66746,-79.37216,43.66762
535,-79.37505,43.66762,-79.37495,43.66771
535,-79.37638,43.67117,-79.37640,43.67126
535,-79.37384,43.67120,-79.37368,43.67131
535,-79.37447,43.66876,-79.37442,43.66887
535,-79.37102,43.67131,-79.37089,43.67140
535,-79.36806,43.66415,-79.36797,43.66426
535,-79.36710,43.66185,-79.36701,43.66194
535,-79.37690,43.66249,-79.37671,43.66242
535,-79.38314,43.66142,-79.38312,43.66136
535,-79.34538,43.66696,-79.34520,43.66707
535,-79.37947,43.65252,-79.37927,43.65246
535,-79.36446,43.65555,-79.36445,43.65560
535,-79.37338,43.65381,-79.37327,43.65371
535,-79.36068,43.65226,-79.36068,43.65241
535,-79.37156,43.64944,-79.37148,43.64946
535,-79.37720,43.67310,-79.37720,43.67310
535,-79.39651,43.64880,-79.39638,43.64875
535,-79.40789,43.65643,-79.40772,43.65645
535,-79.41859,43.66355,-79.41842,43.66358
535,-79.41497,43.67405,-79.41471,43.67396
535,-79.42349,43.67563,-79.42310,43.67558
535,-79.41983,43.68610,-79.41944,43.68602
535,-79.39698,43.69830,-79.39660,43.69832
535,-79.41622,43.70307,-79.41598,43.70303
535,-79.43603,43.67969,-79.43569,43.67959
535,-79.42113,43.68341,-79.42069,43.68312
535,-79.42939,43.68174,-79.42908,43.68161
535,-79.44101,43.69256,-79.44078,43.69254
535,-79.45285,43.68317,-79.45260,43.68321
535,-79.43746,43.69846,-79.43719,43.69848
535,-79.37148,43.66767,-79.37137,43.66783
535,-79.37527,43.66818,-79.37516,43.66828
535,-79.36320,43.66699,-79.36307,43.66709
535,-79.42487,43.64937,-79.42474,43.64943
535,-79.43565,43.64981,-79.43562,43.64989
535,-79.44092,43.63965,-79.44095,43.63974
535,-79.45251,43.65630,-79.45247,43.65631
535,-79.43548,43.65990,-79.43535,43.65988
535,-79.43721,43.66384,-79.43705,43.66385
535,-79.47668,43.65110,-79.47630,43.65117
535,-79.47840,43.64402,-79.47800,43.64408
535,-79.48038,43.66003,-79.48001,43.66007
535,-79.46496,43.66539,-79.46459,43.66542
535,-79.47644,43.67889,-79.47599,43.67888
535,-79.47420,43.69036,-79.47392,43.69043
535,-79.49224,43.61335,-79.49182,43.61329
535,-79.50565,43.63270,-79.50535,43.63276
535,-79.51318,43.59906,-79.51290,43.59909
535,-79.53424,43.59428,-79.53402,43.59436
535,-79.54628,43.60392,-79.54617,43.60391
535,-79.49975,43.61905,-79.49958,43.61907
535,-79.49373,43.63608,-79.49343,43.63615
535,-79.53565,43.64187,-79.53536,43.64181
535,-79.51162,43.64734,-79.51137,43.64740
535,-79.57524,43.63206,-79.57524,43.63206
535,-79.58222,43.64064,-79.58202,43.64068
535,-79.57285,43.65304,-79.57250,43.65303
535,-79.57998,43.65151,-79.57954,43.65149
535,-79.57810,43.64808,-79.57810,43.64808
535,-79.57913,43.64442,-79.57876,43.64440
535,-79.54932,43.64888,-79.54894,43.64881
535,-79.55561,43.65703,-79.55521,43.65706
535,-79.58350,43.65999,-79.58333,43.65995
535,-79.55110,43.67720,-79.55088,43.67722
535,-79.53159,43.66253,-79.53117,43.66244
535,-79.51654,43.65831,-79.51631,43.65829
535,-79.48859,43.65852,-79.48825,43.65847
535,-79.49571,43.65950,-79.49551,43.65963
535,-79.55895,43.69429,-79.55866,43.69428
535,-79.53302,43.69622,-79.53273,43.69618
535,-79.54838,43.69973,-79.54796,43.69973
535,-79.51666,43.70030,-79.51624,43.70013
535,-79.52251,43.70476,-79.52217,43.70466
535,-79.52688,43.68245,-79.52664,43.68237
535,-79.52464,43.67675,-79.52431,43.67700
535,-79.51262,43.68532,-79.51249,43.68547
535,-79.50899,43.68046,-79.50887,43.68079
535,-79.49398,43.67124,-79.49348,43.67108
535,-79.48290,43.66631,-79.48250,43.66633
535,-79.48051,43.67084,-79.48005,43.67079
535,-79.49833,43.68125,-79.49772,43.68111
535,-79.48449,43.68449,-79.48403,43.68424
535,-79.45068,43.69566,-79.45028,43.69571
535,-79.46743,43.69966,-79.46707,43.69973
535,-79.50205,43.69503,-79.50171,43.69486
535,-79.50415,43.70308,-79.50382,43.70291
535,-79.50582,43.70933,-79.50551,43.70926
535,-79.49029,43.71231,-79.49014,43.71235
535,-79.46998,43.71076,-79.46980,43.71080
535,-79.45495,43.71391,-79.45473,43.71397
535,-79.50978,43.72499,-79.50959,43.72495
535,-79.49330,43.73131,-79.49302,43.73142
535,-79.53264,43.73504,-79.53227,43.73499
535,-79.51344,43.73943,-79.51323,43.73943
535,-79.51593,43.74906,-79.51568,43.74909
535,-79.51070,43.74916,-79.51044,43.74922
535,-79.51364,43.75798,-79.51344,43.75801
535,-79.48672,43.74478,-79.48644,43.74485
535,-79.49129,43.76329,-79.49108,43.76342
535,-79.52168,43.77336,-79.52148,43.77339
535,-79.47044,43.78712,-79.47007,43.78725
535,-79.47284,43.79729,-79.47256,43.79731
535,-79.46713,43.76865,-79.46694,43.76885
535,-79.55841,43.72148,-79.55815,43.72151
535,-79.57271,43.72349,-79.57237,43.72344
535,-79.58279,43.74417,-79.58254,43.74415
535,-79.59192,43.73668,-79.59170,43.73678
535,-79.60144,43.73051,-79.60144,43.73051
535,-79.58714,43.75340,-79.58707,43.75359
535,-79.59049,43.76069,-79.59040,43.76077
535,-79.58872,43.75675,-79.58857,43.75679
535,-79.59458,43.74188,-79.59418,43.74194
535,-79.59874,43.75086,-79.59860,43.75090
535,-79.64785,43.70722,-79.64745,43.70757
535,-79.64751,43.69926,-79.64727,43.69953
535,-79.63182,43.71341,-79.63163,43.71358
535,-79.64224,43.72090,-79.64192,43.72111
535,-79.64336,43.73193,-79.64267,43.73199
535,-79.55256,43.74990,-79.55231,43.74996
535,-79.55622,43.78746,-79.55598,43.78770
535,-79.56267,43.79534,-79.56273,43.79556
535,-79.57586,43.79457,-79.57589,43.79474
535,-79.56468,43.80531,-79.56469,43.80532
535,-79.61066,43.78274,-79.61056,43.78294
535,-79.62050,43.79277,-79.62014,43.79297
535,-79.60608,43.81551,-79.60593,43.81571
535,-79.58648,43.83947,-79.58635,43.83969
535,-79.55650,43.82610,-79.55625,43.82623
535,-79.60289,43.62251,-79.60256,43.62255
535,-79.59114,43.63328,-79.59090,43.63324
535,-79.58790,43.62323,-79.58770,43.62317
535,-79.61234,43.61396,-79.61205,43.61385
535,-79.59381,43.60079,-79.59350,43.60059
535,-79.58415,43.60937,-79.58382,43.60936
535,-79.56652,43.56998,-79.56627,43.56981
535,-79.58441,43.55321,-79.58411,43.55303
535,-79.61652,43.58033,-79.61642,43.58026
535,-79.60759,43.57400,-79.60758,43.57401
535,-79.63539,43.59362,-79.63505,43.59378
535,-79.65334,43.60673,-79.65294,43.60677
535,-79.62658,43.59113,-79.62624,43.59111
535,-79.61908,43.60795,-79.61871,43.60789
535,-79.60911,43.55850,-79.60874,43.55834
535,-79.63301,43.56619,-79.63285,43.56606
535,-79.66970,43.56367,-79.66946,43.56376
535,-79.64887,43.55217,-79.64878,43.55180
535,-79.64301,43.55744,-79.64280,43.55738
535,-79.65350,43.55544,-79.65350,43.55544
535,-79.65786,43.55861,-79.65783,43.55870
535,-79.66170,43.57086,-79.66148,43.57079
535,-79.65077,43.56281,-79.65059,43.56286
535,-79.69726,43.58673,-79.69726,43.58673
535,-79.68569,43.57777,-79.68508,43.57784
535,-79.66952,43.59231,-79.66906,43.59231
535,-79.71212,43.59772,-79.71203,43.59763
535,-79.70721,43.55869,-79.70654,43.55891
535,-79.73388,43.57870,-79.73326,43.57863
535,-79.72340,43.55302,-79.72285,43.55293
535,-79.73383,43.56105,-79.73359,43.56091
535,-79.75012,43.56447,-79.74942,43.56443
535,-79.75908,43.57925,-79.75856,43.57925
535,-79.76347,43.57414,-79.76270,43.57405
535,-79.75862,43.56431,-79.75776,43.56429
535,-79.77166,43.58842,-79.77108,43.58829
535,-79.77691,43.58404,-79.77636,43.58386
535,-79.79109,43.57740,-79.79050,43.57700
535,-79.78268,43.59622,-79.78207,43.59607
535,-79.72220,43.63204,-79.72213,43.63211
535,-79.75476,43.64693,-79.75448,43.64675
535,-79.74417,43.65668,-79.74371,43.65648
535,-79.73349,43.66622,-79.73310,43.66602
535,-79.72297,43.67590,-79.72263,43.67568
535,-79.77105,43.67634,-79.77071,43.67616
535,-79.75407,43.68150,-79.75367,43.68127
535,-79.74960,43.69582,-79.74939,43.69567
535,-79.73484,43.68471,-79.73451,43.68449
535,-79.72696,43.67428,-79.72674,43.67408
535,-79.80301,43.64727,-79.80272,43.64722
535,-79.79790,43.69599,-79.79762,43.69602
535,-79.78707,43.70580,-79.78670,43.70587
535,-79.77697,43.71585,-79.77654,43.71596
535,-79.79385,43.72809,-79.79320,43.72820
535,-79.80361,43.71773,-79.80299,43.71780
535,-79.81490,43.74356,-79.81437,43.74365
535,-79.82542,43.73354,-79.82493,43.73372
535,-79.72840,43.71485,-79.72794,43.71487
535,-79.71739,43.72449,-79.71739,43.72449
535,-79.70548,43.71563,-79.70531,43.71544
535,-79.70123,43.71982,-79.70154,43.71999
535,-79.69054,43.70488,-79.69054,43.70488
535,-79.67980,43.71453,-79.67980,43.71453
535,-79.71617,43.70593,-79.71607,43.70588
535,-79.73747,43.87892,-79.73730,43.87891
535,-79.75925,43.87771,-79.75901,43.87775
535,-79.85144,43.85831,-79.85116,43.85828
535,-79.75528,43.73484,-79.75485,43.73475
535,-79.74442,43.74450,-79.74423,43.74437
535,-79.73457,43.75421,-79.73386,43.75434
535,-79.72085,43.74426,-79.72021,43.74417
535,-79.70698,43.73419,-79.70677,43.73404
535,-79.73043,43.73408,-79.73013,43.73398
535,-79.74333,43.72574,-79.74216,43.72531
535,-79.73434,43.71928,-79.73400,43.71930
535,-79.75925,43.70285,-79.75876,43.70269
535,-79.76717,43.70857,-79.76652,43.70839
535,-79.77087,43.68813,-79.77044,43.68801
535,-79.72705,43.72443,-79.72684,43.72441
535,-79.80379,43.75258,-79.80325,43.75284
535,-80.00021,43.86437,-79.99993,43.86455
535,-80.10800,43.91684,-80.10800,43.91684
535,-79.97986,43.74193,-79.97968,43.74233
535,-80.04174,43.62960,-80.04147,43.62969
535,-80.01793,43.64695,-80.01765,43.64699
535,-79.91075,43.65536,-79.91054,43.65545
535,-79.93232,43.63604,-79.93204,43.63622
535,-79.90394,43.65023,-79.90357,43.65028
535,-79.86034,43.64650,-79.86012,43.64657
535,-79.73801,43.38133,-79.73779,43.38153
535,-79.70671,43.41038,-79.70628,43.41052
535,-79.67655,43.44063,-79.67627,43.44071
535,-79.66326,43.45029,-79.66312,43.45052
535,-79.66098,43.48131,-79.66074,43.48139
535,-79.72278,43.44209,-79.72278,43.44209
535,-79.74297,43.43741,-79.74297,43.43741
535,-79.71161,43.46634,-79.71146,43.46650
535,-79.72959,43.47917,-79.72925,43.47915
535,-79.69556,43.48074,-79.69544,43.48066
535,-79.62795,43.48329,-79.62774,43.48338
535,-79.64805,43.49798,-79.64774,43.49798
535,-79.63360,43.51345,-79.63317,43.51356
535,-79.62139,43.51890,-79.62105,43.51912
535,-79.59363,43.55038,-79.59348,43.55024
535,-79.61850,43.54499,-79.61830,43.54510
535,-79.66640,43.53692,-79.66620,43.53686
535,-79.68192,43.52279,-79.68174,43.52279
535,-79.69312,43.53089,-79.69279,43.53087
535,-79.68389,43.54632,-79.68318,43.54648
535,-79.70052,43.53629,-79.70006,43.53632
535,-79.68034,43.54403,-79.67973,43.54412
535,-79.85134,43.51629,-79.85094,43.51628
535,-79.86180,43.50642,-79.86156,43.50654
535,-79.87613,43.51707,-79.87593,43.51715
535,-79.88874,43.52644,-79.88846,43.52648
535,-79.88775,43.50643,-79.88752,43.50646
535,-79.86714,43.52806,-79.86693,43.52810
535,-79.83772,43.50641,-79.83764,43.50650
535,-79.82701,43.51614,-79.82698,43.51618
535,-79.83519,43.53073,-79.83519,43.53073
535,-80.00881,43.50550,-80.00862,43.50555
535,-79.83655,43.95085,-79.83632,43.95086
550,-80.25492,43.54777,-80.25429,43.54760
550,-80.24837,43.56877,-80.24770,43.56888
550,-80.22447,43.55195,-80.22386,43.55195
550,-80.22527,43.52667,-80.22470,43.52667
550,-80.18950,43.50025,-80.18900,43.50028
550,-80.25072,43.51931,-80.25001,43.51928
550,-80.20774,43.53987,-80.20712,43.53984
550,-80.27407,43.53264,-80.27355,43.53260
550,-80.28946,43.54353,-80.28874,43.54347
550,-80.26889,43.55850,-80.26829,43.55837
550,-80.23314,43.53224,-80.23259,43.53214
550,-80.26056,43.57766,-80.25988,43.57776
550,-80.24293,43.51340,-80.24239,43.51347
550,-80.22148,43.51379,-80.22062,43.51392
550,-80.26853,43.53974,-80.26796,43.53968
550,-80.22117,43.58063,-80.22035,43.58081
550,-80.22591,43.60788,-80.22562,43.60768
537,-79.75417,43.36726,-79.75368,43.36726
537,-79.77000,43.35276,-79.76951,43.35280
537,-79.77751,43.34579,-79.77742,43.34558
537,-79.78556,43.33846,-79.78533,43.33828
537,-79.79499,43.34537,-79.79449,43.34519
537,-79.80195,43.34005,-79.80159,43.33985
537,-79.80995,43.33426,-79.81007,43.33410
537,-79.79762,43.32567,-79.79768,43.32556
537,-79.79269,43.33185,-79.79264,43.33167
537,-79.80923,43.32095,-79.80934,43.32073
537,-79.83276,43.32194,-79.83259,43.32181
537,-79.82077,43.31363,-79.82083,43.31358
537,-79.81893,43.36228,-79.81825,43.36228
537,-79.82294,43.36480,-79.82213,43.36470
537,-79.84078,43.37759,-79.83979,43.37775
537,-79.84434,43.35763,-79.84434,43.35763
537,-79.90448,43.33715,-79.90422,43.33722
537,-79.84477,43.31294,-79.84465,43.31289
537,-79.90409,43.30206,-79.90392,43.30234
537,-79.95957,43.41728,-79.95932,43.41727
537,-79.80645,43.37926,-79.80601,43.37914
537,-79.79057,43.40153,-79.79031,43.40174
537,-79.79956,43.40786,-79.79946,43.40795
537,-79.77470,43.40838,-79.77470,43.40838
537,-79.82331,43.35080,-79.82304,43.35102
537,-79.86515,43.26627,-79.86484,43.26646
537,-79.84777,43.25566,-79.84736,43.25581
537,-79.83027,43.24537,-79.82990,43.24500
537,-79.82841,43.24972,-79.82790,43.24992
537,-79.82032,43.24247,-79.81978,43.24257
537,-79.81835,43.24757,-79.81777,43.24749
537,-79.80816,43.24626,-79.80755,43.24603
537,-79.79321,43.23448,-79.79291,43.23445
537,-79.78744,43.24863,-79.78699,43.24839
537,-79.80486,43.22653,-79.80446,43.22678
537,-79.80069,43.23673,-79.80035,43.23666
537,-79.81444,43.23086,-79.81390,43.23101
537,-79.87877,43.24745,-79.87819,43.24763
537,-79.88830,43.24965,-79.88801,43.24991
537,-79.88522,43.25684,-79.88497,43.25707
537,-79.87906,43.25922,-79.87880,43.25936
537,-79.88801,43.26213,-79.88797,43.26220
537,-79.87760,43.26275,-79.87722,43.26281
537,-79.86759,43.26048,-79.86730,43.26074
537,-79.86013,43.25252,-79.85961,43.25274
537,-79.85015,43.25006,-79.84977,43.25025
537,-79.84047,43.24775,-79.83999,43.24773
537,-79.83564,43.25948,-79.83486,43.25948
537,-79.84543,43.26154,-79.84481,43.26183
537,-79.77443,43.23008,-79.77395,43.23003
537,-79.76090,43.23742,-79.76048,43.23685
537,-79.74421,43.22323,-79.74411,43.22340
537,-79.75832,43.21685,-79.75805,43.21699
537,-79.72975,43.22979,-79.72960,43.22995
537,-79.72354,43.21814,-79.72338,43.21826
537,-79.70450,43.21320,-79.70378,43.21340
537,-79.70049,43.22206,-79.70028,43.22239
537,-79.73414,43.24548,-79.73397,43.24559
537,-79.68289,43.21004,-79.68252,43.21042
537,-79.62249,43.22549,-79.62232,43.22589
537,-79.63115,43.20603,-79.63102,43.20618
537,-79.90275,43.25875,-79.90241,43.25915
537,-79.95767,43.26526,-79.95731,43.26547
537,-79.94379,43.26184,-79.94359,43.26212
537,-79.94646,43.27074,-79.94625,43.27100
537,-79.96857,43.26997,-79.96833,43.27019
537,-79.96871,43.26011,-79.96852,43.26029
537,-80.05273,43.33342,-80.05256,43.33345
537,-80.03229,43.39702,-80.03216,43.39710
537,-80.20062,43.33208,-80.20062,43.33208
537,-79.98263,43.20163,-79.98244,43.20174
537,-79.98717,43.21983,-79.98691,43.21984
537,-79.95770,43.20569,-79.95753,43.20580
537,-79.91144,43.23325,-79.91172,43.23317
537,-79.88593,43.21832,-79.88584,43.21875
537,-79.87606,43.21600,-79.87593,43.21633
537,-79.86633,43.21371,-79.86583,43.21395
537,-79.83745,43.20672,-79.83722,43.20705
537,-79.87770,43.23731,-79.87779,43.23767
537,-79.85805,43.23224,-79.85792,43.23264
537,-79.83922,43.22770,-79.83895,43.22803
537,-79.83336,43.21636,-79.83322,43.21670
537,-79.85207,43.22110,-79.85189,43.22132
537,-79.85033,43.20116,-79.85038,43.20147
537,-79.87347,43.19711,-79.87317,43.19761
537,-79.85374,43.19252,-79.85387,43.19277
537,-79.86970,43.20579,-79.86937,43.20613
537,-79.88942,43.21084,-79.88919,43.21112
537,-79.89354,43.20259,-79.89327,43.20256
537,-79.92764,43.21016,-79.92746,43.21018
537,-79.90819,43.21581,-79.90839,43.21587
537,-79.91836,43.21855,-79.91844,43.21846
537,-79.89800,43.23810,-79.89857,43.23826
537,-79.90931,43.23765,-79.90973,43.23750
537,-79.82297,43.21389,-79.82226,43.21411
537,-79.82602,43.20513,-79.82609,43.20536
537,-79.81976,43.22281,-79.81937,43.22320
537,-79.79445,43.21447,-79.79470,43.21434
537,-79.78277,43.20966,-79.78273,43.20961
537,-79.76406,43.22871,-79.76395,43.22866
537,-79.73814,43.21157,-79.73789,43.21193
537,-79.52196,43.19223,-79.52178,43.19226
537,-79.55639,43.19101,-79.55612,43.19109
537,-79.57606,43.19737,-79.57578,43.19744
537,-79.82897,43.12625,-79.82879,43.12637
537,-79.74822,43.12755,-79.74799,43.12772
537,-79.77677,43.17310,-79.77661,43.17323
537,-79.78337,43.18351,-79.78323,43.18380
537,-79.81658,43.19066,-79.81623,43.19092
537,-79.78443,43.18880,-79.78401,43.18905
537,-79.78877,43.19428,-79.78847,43.19474
537,-79.80015,43.20381,-79.80012,43.20398
537,-79.96551,43.12510,-79.96495,43.12517
537,-79.95422,43.15023,-79.95399,43.15039
537,-79.93781,43.18722,-79.93761,43.18732
537,-80.07761,43.20458,-80.07745,43.20475
537,-80.15147,43.19253,-80.15142,43.19263
537,-80.03291,43.26716,-80.03245,43.26726
539,-79.47655,43.16572,-79.47643,43.16579
539,-79.27637,43.15501,-79.27619,43.15525
539,-79.28837,43.19006,-79.28837,43.19021
539,-79.25200,43.19043,-79.25198,43.19065
539,-79.24187,43.19399,-79.24162,43.19409
539,-79.23146,43.19757,-79.23133,43.19762
539,-79.23185,43.20721,-79.23168,43.20721
539,-79.25251,43.19987,-79.25253,43.20008
539,-79.23123,43.18814,-79.23093,43.18826
539,-79.23079,43.17862,-79.23055,43.17876
539,-79.21600,43.18394,-79.21574,43.18405
539,-79.21648,43.19339,-79.21628,43.19349
539,-79.24067,43.16553,-79.24032,43.16578
539,-79.25069,43.16196,-79.25054,43.16210
539,-79.25113,43.17000,-79.25094,43.17017
539,-79.23035,43.16556,-79.22994,43.16574
539,-79.21152,43.20490,-79.21152,43.20490
539,-79.20111,43.19879,-79.20093,43.19891
539,-79.21711,43.21484,-79.21711,43.21484
539,-79.27117,43.16327,-79.27105,43.16349
539,-79.26023,43.14464,-79.25998,43.14499
539,-79.25949,43.13026,-79.25935,43.13047
539,-79.20382,43.13159,-79.20359,43.13165
539,-79.20267,43.11585,-79.20237,43.11599
539,-79.24001,43.14501,-79.23960,43.14504
539,-79.21186,43.12860,-79.21163,43.12872
539,-79.24311,43.13477,-79.24278,43.13487
539,-79.38770,43.14920,-79.38743,43.14926
539,-79.38966,43.09580,-79.38943,43.09584
539,-79.45121,42.96153,-79.45084,42.96161
539,-79.25319,42.88704,-79.25301,42.88717
539,-79.25631,42.89874,-79.25601,42.89887
539,-79.22446,42.90095,-79.22432,42.90107
539,-79.24623,42.97465,-79.24599,42.97467
539,-79.24687,42.98392,-79.24668,42.98406
539,-79.24692,42.98825,-79.24665,42.98833
539,-79.24178,42.99501,-79.24153,42.99518
539,-79.26010,43.00364,-79.25994,43.00374
539,-79.27030,43.00363,-79.27007,43.00373
539,-79.31108,43.01578,-79.31089,43.01586
539,-79.29069,43.01610,-79.29049,43.01609
539,-79.27034,42.99440,-79.27008,42.99451
539,-79.25544,42.98969,-79.25524,42.98979
539,-79.23118,42.98398,-79.23098,42.98418
539,-79.04981,42.89414,-79.04951,42.89433
539,-78.98085,42.90415,-78.98048,42.90427
539,-78.94042,42.90532,-78.94027,42.90533
539,-78.91917,42.91668,-78.91889,42.91673
539,-78.91926,42.93144,-78.91903,42.93150
539,-79.11545,42.96315,-79.11509,42.96321
539,-79.16891,42.95943,-79.16871,42.95957
539,-79.17528,43.06938,-79.17504,43.06951
539,-79.13595,43.06983,-79.13540,43.06995
539,-79.09738,43.07076,-79.09701,43.07088
539,-79.08441,43.07914,-79.08402,43.07926
539,-79.08531,43.08947,-79.08492,43.08961
539,-79.12367,43.08903,-79.12323,43.08903
539,-79.13790,43.11429,-79.13741,43.11427
539,-79.11225,43.11481,-79.11185,43.11504
539,-79.12067,43.11458,-79.12014,43.11480
539,-79.31126,43.04334,-79.31100,43.04343
539,-79.26787,43.04058,-79.26761,43.04074
539,-79.10006,43.08937,-79.09967,43.08946
539,-79.08617,43.10436,-79.08580,43.10440
539,-79.07331,43.09846,-79.07296,43.09851
539,-79.07374,43.10858,-79.07331,43.10858
539,-79.08910,43.11553,-79.08861,43.11552
539,-79.11272,43.12251,-79.11228,43.12252
539,-79.11339,43.13749,-79.11295,43.13744
539,-79.11093,43.21069,-79.11076,43.21076
539,-79.07321,43.25248,-79.07312,43.25255
539,-79.02920,42.96745,-79.02920,42.96745
543,-80.26942,43.14020,-80.26907,43.14027
543,-80.24796,43.13957,-80.24777,43.13957
543,-80.25931,43.14247,-80.25919,43.14248
543,-80.25227,43.14931,-80.25194,43.14929
543,-80.23994,43.15515,-80.23947,43.15511
543,-80.23615,43.14171,-80.23597,43.14165
543,-80.23210,43.04879,-80.23194,43.04872
543,-80.27517,43.12476,-80.27509,43.12478
543,-80.28302,43.14440,-80.28278,43.14445
543,-80.27702,43.15287,-80.27676,43.15300
543,-80.27594,43.16739,-80.27558,43.16732
543,-80.25170,43.16460,-80.25151,43.16460
543,-80.24828,43.17224,-80.24803,43.17240
543,-80.26710,43.17866,-80.26689,43.17876
543,-80.28201,43.18588,-80.28180,43.18603
543,-80.38695,43.20503,-80.38681,43.20516
541,-80.32375,43.35241,-80.32361,43.35246
541,-80.30961,43.36206,-80.30957,43.36206
541,-80.29966,43.35618,-80.29955,43.35612
541,-80.29183,43.35746,-80.29205,43.35741
541,-80.29638,43.35671,-80.29653,43.35662
541,-80.30088,43.34103,-80.30076,43.34105
541,-80.30026,43.34797,-80.30026,43.34797
541,-80.29278,43.34769,-80.29301,43.34774
541,-80.30285,43.37050,-80.30285,43.37050
541,-80.31845,43.37701,-80.31859,43.37714
541,-80.29922,43.38055,-80.29906,43.38052
541,-80.30896,43.42992,-80.30885,43.42998
541,-80.31037,43.42130,-80.31032,43.42141
541,-80.34190,43.38769,-80.34190,43.38757
541,-80.35580,43.39451,-80.35571,43.39445
541,-80.36172,43.39872,-80.36156,43.39881
541,-80.45128,43.28527,-80.45105,43.28537
541,-80.45280,43.36293,-80.45268,43.36299
541,-80.50681,43.35338,-80.50595,43.35383
541,-80.56123,43.42023,-80.56067,43.42048
541,-80.62620,43.47976,-80.62620,43.47976
541,-80.44743,43.39899,-80.44710,43.39911
541,-80.44419,43.39393,-80.44419,43.39393
541,-80.44073,43.39173,-80.44046,43.39175
541,-80.41841,43.38849,-80.41802,43.38868
541,-80.47524,43.40665,-80.47494,43.40684
541,-80.46113,43.41001,-80.46118,43.41011
541,-80.51401,43.41919,-80.51401,43.41919
541,-80.49968,43.41136,-80.49968,43.41125
541,-80.47939,43.43446,-80.47904,43.43453
541,-80.49176,43.42652,-80.49176,43.42652
541,-80.50614,43.43521,-80.50602,43.43518
