ctuid,ct_pct
4620591.01,2873
4620591.02,2874
4620592.00,0665
4620593.00,0666
4620594.00,0667
4620600.01,3136
4620600.02,3137
4620600.03,3138
4620601.01,3139
4620601.02,3140
4620602.01,3141
4620602.02,3142
4620603.01,2875
4620603.02,2876
4620603.03,3143
4620604.01,2877
4620604.02,2878
4620604.03,3144
4620604.04,3145
4620604.05,3146
4620605.01,2879
4620605.02,2880
4620605.03,3147
4620605.04,3148
4620605.05,3149
4620610.01,2881
4620610.02,2882
4620610.03,2883
4620610.04,2884
4620610.05,3150
4620610.06,3151
4620611.01,2885
4620611.02,2886
4620612.00,0676
4620613.00,0677
4620614.00,0678
4620615.00,0679
4620616.00,0680
4620617.01,2887
4620617.02,2888
4620618.00,0682
4620619.00,0683
4620625.00,0684
4620626.00,0685
4620627.00,0686
4620628.01,3152
4620628.02,3153
4620629.00,0688
4620630.01,2889
4620630.02,2890
4620631.00,0690
4620632.01,2891
4620632.02,2892
4620633.00,0692
4620634.00,0693
4620635.00,0694
4620636.00,0695
4620637.00,0696
4620638.01,2893
4620638.02,2894
4620638.03,2895
4620638.04,3154
4620639.00,0698
4620640.00,0699
4620641.01,3155
4620641.02,3156
4620642.00,0701
4620643.00,0702
4620644.00,0703
4620645.00,0704
4620646.01,2896
4620646.02,2897
4620646.03,2898
4620647.00,0706
4620648.00,0707
4620649.00,0708
4620650.01,2899
4620650.02,2900
4620650.03,2901
4620651.00,0710
4620652.01,2902
4620652.02,2903
4620653.00,0712
4620654.00,0713
4620655.00,0714
4620656.00,0715
4620657.01,3157
4620657.02,3158
4620658.01,3159
4620658.02,3160
4620658.03,3161
4620659.01,2904
4620659.02,2905
4620660.00,0719
4620661.01,3162
4620661.02,3163
4620662.00,0721
4620675.00,0722
4620676.01,3164
4620676.02,3165
4620676.03,3166
4620676.04,3167
4620677.00,0724
4620681.00,2693
4620682.00,0729
4620683.00,0730
4620684.00,0731
4620685.00,2908
4620686.00,2909
4620687.01,3168
4620687.02,3169
4620688.00,2694
4620700.01,2911
4620700.02,2912
4620701.00,0735
4620702.00,0736
4620703.00,0737
4620704.01,3170
4620704.02,3171
4620705.00,0739
4620706.00,0740
4620707.00,0741
4620708.00,0742
4620709.00,2913
4620710.00,2914
4620725.01,3172
4620725.02,3173
4620726.00,2916
4620727.00,2917
4620728.00,0747
4620729.00,0748
4620730.00,0749
4620731.00,0750
4620732.00,2695
4620750.00,2920
4620751.00,2921
4620755.00,0756
4620756.01,2922
4620756.02,2923
4620757.00,2924
4620758.00,2696
4620775.00,2925
4620800.00,0765
4620801.00,0766
4620802.00,0767
4620804.00,0769
4620805.00,0770
4620806.00,0771
4620807.00,0772
4620825.01,2927
4620825.02,2928
4620825.03,2929
4620825.04,2930
4620825.05,3174
4620826.01,3175
4620826.02,3176
4620827.01,2931
4620827.02,2932
4620828.00,0776
4620829.00,0777
4620830.00,0778
4620831.00,0779
4620832.00,0780
4620833.00,2697
4620850.00,0781
4620851.00,0782
4620852.01,2933
4620852.02,2934
4620853.00,0784
4620854.00,0785
4620855.01,3177
4620855.02,3178
4620856.00,0787
4620857.01,2935
4620857.02,2936
4620857.03,3179
4620858.01,3180
4620858.02,3181
4620858.03,3182
4620859.00,0790
4620860.01,3183
4620860.02,3184
4620861.00,0792
4620862.00,0793
4620863.01,3185
4620863.02,3186
4620864.00,0795
4620865.00,0796
4620866.00,0797
4620867.00,0798
4620868.01,2937
4620868.02,2938
4620869.00,0800
4620870.01,3187
4620870.02,3188
4620871.01,3189
4620871.02,3190
4620872.00,0803
4620873.01,3191
4620873.02,3192
4620874.00,0805
4620875.00,0806
4620876.01,3193
4620876.02,3194
4620877.00,0808
4620878.00,0809
4620879.01,2939
4620879.02,2940
4620880.00,0811
4620881.01,2941
4620881.02,2942
4620882.00,0813
4620883.00,0814
4620884.01,3195
4620884.02,3196
4620885.00,0816
4620886.00,0817
4620887.01,3197
4620887.02,3198
4620888.00,0819
4620889.01,2943
4620889.02,2944
4620889.03,2945
4620900.00,0821
4620901.00,0822
4620902.00,0823
4620903.01,3199
4620903.02,3200
4620904.00,2947
4620926.00,2949
4620929.00,0833
4620930.00,0834
5050000000,0000
5050001.01,2522
5050001.02,2523
5050002.01,3201
5050002.02,3202
5050002.03,3203
5050003.00,0838
5050004.00,0839
5050005.00,0840
5050006.00,0841
5050007.01,2524
5050007.02,2525
5050007.03,3204
5050008.00,0843
5050009.00,0844
5050010.00,0845
5050011.01,2526
5050011.02,2527
5050012.00,0847
5050013.00,0848
5050014.00,0849
5050015.00,0850
5050016.00,0851
5050017.00,0852
5050018.00,0853
5050019.00,0854
5050020.01,3205
5050020.02,3206
5050021.00,0856
5050022.00,0857
5050023.00,0858
5050024.00,0859
5050025.00,0860
5050026.00,0861
5050027.00,0862
5050028.00,0863
5050029.00,0864
5050030.00,0865
5050031.00,0866
5050032.01,3207
5050032.02,3208
5050033.01,3209
5050033.02,3210
5050034.00,0869
5050035.00,0870
5050036.00,0871
5050037.00,0872
5050038.00,0873
5050039.00,0874
5050040.00,0875
5050041.00,0876
5050042.00,0877
5050043.00,0878
5050044.00,0879
5050045.00,0880
5050046.00,0881
5050047.00,0882
5050048.00,0883
5050049.00,0884
5050050.00,0885
5050051.00,0886
5050052.00,0887
5050053.00,0888
5050054.00,0889
5050055.00,0890
5050056.00,0891
5050057.00,0892
5050058.00,0893
5050059.00,0894
5050060.00,0895
5050061.00,0896
5050062.01,2528
5050062.02,2529
5050100.00,0898
5050101.00,0899
5050102.00,0900
5050103.00,0901
5050104.00,0902
5050110.00,0903
5050120.01,2530
5050120.02,2531
5050120.03,3211
5050121.01,3212
5050121.02,3213
5050122.01,3214
5050122.02,3215
5050123.01,3216
5050123.02,3217
5050124.01,3218
5050124.02,3219
5050124.03,3220
5050125.01,3221
5050125.02,3222
5050125.03,3223
5050125.04,3224
5050126.00,2534
5050127.00,2535
5050130.01,3225
5050130.02,3226
5050131.01,2536
5050131.02,2537
5050132.00,0911
5050133.00,0912
5050134.00,0913
5050135.01,2538
5050135.02,2539
5050135.03,3227
5050136.01,3228
5050136.02,3229
5050137.01,3230
5050137.02,3231
5050137.03,3232
5050138.00,0917
5050139.00,0918
5050140.01,3233
5050140.02,3234
5050140.03,3235
5050141.00,2541
5050151.01,3236
5050151.02,3237
5050151.03,3238
5050160.01,3239
5050160.02,3240
5050160.03,3241
5050161.00,3242
5050162.00,3243
5050170.01,3244
5050170.02,3245
5050171.00,2545
5050180.00,3002
5050181.00,3003
5050190.00,3004
5050191.00,3005
5050200.00,3006
5050201.00,3246
5050500.00,0925
5050501.00,0926
5050502.00,0927
5050503.00,0928
5050504.00,0929
5050505.00,0930
5050506.00,0931
5050507.00,0932
5050508.00,0933
5050509.00,0934
5050510.01,3247
5050510.02,3248
5050511.01,3249
5050511.02,3250
5050600.00,0937
5050601.01,3251
5050601.02,3252
5050602.01,3253
5050602.02,3254
5050610.01,3255
5050610.02,3256
5050611.00,0941
5050612.01,3257
5050612.02,3258
5050613.01,3259
5050613.02,3260
5050620.01,3261
5050620.02,3262
5050630.00,0945
5050631.00,3263
5050700.01,3264
5050700.02,3265
5050800.00,0951
5050810.01,3266
5050810.02,3267
5050811.01,3268
5050811.02,3269
5050820.00,2517
5050821.00,2518
5050822.01,3270
5050822.02,3271
5050840.00,2520
5050841.01,3272
5050841.02,3273
5210000000,0000
5210001.00,0956
5210002.00,0957
5210003.00,0958
5210004.00,0959
5210005.00,0960
5210006.00,0961
5210007.00,0962
5210008.00,0963
5210009.00,0964
5210010.00,0965
5210011.00,0966
5210012.00,0967
5210013.00,0968
5210014.00,0969
5210015.00,0970
5210016.00,0971
5210100.01,3274
5210100.02,3275
5210101.00,2547
5210102.00,3276
5210103.00,3277
5210104.00,3278
5210105.00,3279
5210106.00,3280
5210107.00,3281
5210108.00,3282
5210109.00,3283
5210110.00,2548
5210111.01,3284
5210111.02,3285
5210112.01,3286
5210112.02,3287
5210112.03,3288
5210113.00,2551
5290000000,0000
5290001.00,0974
5290002.00,0975
5290003.00,0976
5290004.00,0977
5290005.00,0978
5290006.00,0979
5290007.00,0980
5290008.00,0981
5290009.01,3289
5290009.02,3290
5290010.00,0983
5290011.00,0984
5290012.00,0985
5290013.00,0986
5290014.00,0987
5290100.00,2552
5290101.00,3291
5290102.00,3292
5290103.00,3293
5290104.00,3294
5290105.00,3295
5320000000,0000
5320001.00,0990
5320002.01,2553
5320002.02,2554
5320002.03,3296
5320003.01,3297
5320003.02,3298
5320004.00,0993
5320005.00,0994
5320006.00,0995
5320007.00,0996
5320008.01,2555
5320008.02,2556
5320008.03,3299
5320008.04,3300
5320009.01,3301
5320009.02,3302
5320009.03,3303
5320010.00,0999
5320011.00,1000
5320012.00,1001
5320013.00,1002
5320014.01,3304
5320014.02,3305
5320015.00,2558
5320016.00,2559
5320100.00,1005
5320101.00,1006
5320102.00,1007
5320103.00,1008
5320104.00,1009
5320105.00,1010
5350000000,0000
5350001.00,1012
5350002.00,1013
5350003.00,1014
5350004.00,1015
5350005.00,1016
5350006.00,1017
5350007.00,1018
5350008.00,1019
5350009.00,1020
5350010.00,1021
5350011.00,1022
5350012.00,1023
5350013.00,1024
5350014.00,1025
5350015.00,1026
5350016.00,1027
5350017.00,1028
5350018.00,1029
5350019.00,1030
5350020.00,1031
5350021.00,1032
5350022.00,1033
5350023.00,1034
5350024.00,1035
5350025.00,1036
5350026.00,1037
5350027.00,1038
5350028.00,1039
5350029.00,1040
5350030.00,1041
5350031.00,1042
5350032.00,1043
5350033.00,1044
5350034.00,1045
5350035.00,1046
5350036.00,1047
5350037.00,1048
5350038.00,1049
5350039.00,1050
5350040.00,1051
5350041.00,1052
5350042.00,1053
5350043.00,1054
5350044.00,1055
5350045.00,1056
5350046.00,1057
5350047.00,1058
5350048.00,1059
5350049.00,1060
5350050.01,3306
5350050.02,3307
5350051.00,1062
5350052.00,1063
5350053.00,1064
5350054.00,1065
5350055.00,1066
5350056.00,1067
5350057.00,1068
5350058.00,1069
5350059.00,1070
5350060.00,1071
5350061.00,1072
5350062.00,1073
5350063.00,1074
5350064.00,1075
5350065.00,1076
5350066.00,1077
5350067.00,1078
5350068.00,1079
5350069.00,1080
5350070.00,1081
5350071.00,1082
5350072.00,1083
5350073.00,1084
5350074.00,1085
5350075.00,1086
5350076.00,1087
5350077.00,1088
5350078.00,1089
5350079.00,1090
5350080.00,1091
5350081.00,1092
5350082.00,1093
5350083.00,1094
5350084.00,1095
5350085.00,1096
5350086.00,1097
5350087.00,1098
5350088.00,1099
5350089.00,1100
5350090.00,1101
5350091.00,1102
5350092.00,1103
5350093.00,1104
5350094.00,1105
5350095.00,1106
5350096.00,1107
5350097.01,3308
5350097.02,3309
5350098.00,1109
5350099.00,1110
5350100.00,1111
5350101.00,1112
5350102.00,1113
5350103.00,1114
5350104.00,1115
5350105.00,1116
5350106.00,1117
5350107.00,1118
5350108.00,1119
5350109.00,1120
5350110.00,1121
5350111.00,1122
5350112.00,1123
5350113.00,1124
5350114.00,1125
5350115.00,1126
5350116.00,1127
5350117.00,1128
5350118.00,1129
5350119.00,1130
5350120.00,1131
5350121.00,1132
5350122.00,1133
5350123.00,1134
5350124.00,1135
5350125.00,1136
5350126.00,1137
5350127.00,1138
5350128.01,3310
5350128.02,3311
5350129.00,1140
5350130.00,1141
5350131.00,1142
5350132.00,1143
5350133.00,1144
5350134.00,1145
5350135.00,1146
5350136.00,1147
5350137.00,1148
5350138.00,1149
5350139.00,1150
5350140.00,1151
5350141.00,1152
5350142.00,1153
5350150.00,1154
5350151.00,1155
5350152.00,1156
5350153.00,1157
5350154.00,1158
5350155.00,1159
5350156.01,3312
5350156.02,3313
5350157.00,1161
5350158.00,1162
5350159.00,1163
5350160.00,1164
5350161.00,1165
5350162.00,1166
5350163.00,1167
5350164.00,1168
5350165.00,1169
5350166.00,1170
5350167.00,1171
5350168.00,1172
5350169.01,3314
5350169.02,3315
5350170.00,1174
5350171.00,1175
5350172.00,1176
5350173.00,1177
5350174.00,1178
5350175.01,3316
5350175.02,3317
5350176.00,1180
5350180.00,1181
5350181.00,1182
5350182.00,1183
5350183.00,1184
5350184.01,3318
5350184.02,3319
5350185.01,3320
5350185.02,3321
5350186.00,1187
5350187.00,1188
5350188.00,1189
5350189.00,1190
5350190.01,3322
5350190.02,3323
5350191.00,1192
5350192.00,1193
5350193.00,1194
5350194.00,1195
5350195.00,1196
5350196.00,1197
5350200.00,1198
5350201.00,1199
5350202.00,1200
5350203.00,1201
5350204.00,1202
5350205.00,1203
5350206.00,1204
5350207.00,1205
5350208.00,1206
5350209.00,1207
5350210.00,1208
5350211.00,1209
5350212.00,1210
5350213.00,1211
5350214.00,1212
5350215.00,1213
5350216.00,1214
5350217.00,1215
5350218.00,1216
5350219.00,1217
5350220.00,1218
5350221.01,3324
5350221.02,3325
5350222.01,3326
5350222.02,3327
5350223.00,1221
5350224.00,1222
5350225.00,1223
5350226.00,1224
5350227.00,1225
5350228.00,1226
5350229.00,1227
5350230.01,3328
5350230.02,3329
5350231.00,1229
5350232.00,1230
5350233.00,1231
5350234.00,1232
5350235.01,3330
5350235.02,3331
5350236.01,3332
5350236.02,3333
5350237.01,2560
5350237.02,2561
5350237.03,2562
5350238.01,3334
5350238.02,3335
5350239.00,1237
5350240.01,3336
5350240.02,3337
5350241.00,1239
5350242.00,1240
5350243.01,3338
5350243.02,3339
5350244.00,1242
5350245.00,1243
5350246.00,1244
