ctuid,ct_pct
5350247.00,1245
5350248.01,3340
5350248.02,3341
5350249.01,2563
5350249.02,2564
5350250.01,3342
5350250.02,3343
5350260.01,2565
5350260.02,2566
5350260.03,3344
5350261.00,1250
5350262.01,3345
5350262.02,3346
5350263.00,1252
5350264.00,1253
5350265.00,1254
5350266.00,1255
5350267.00,1256
5350268.00,1257
5350269.00,1258
5350270.01,3347
5350270.02,3348
5350271.00,1260
5350272.00,1261
5350273.01,3349
5350273.02,3350
5350274.00,1263
5350275.00,1264
5350276.01,3351
5350276.02,3352
5350277.00,1266
5350278.00,1267
5350279.01,3353
5350279.02,3354
5350280.00,1269
5350281.00,1270
5350282.00,1271
5350283.01,3355
5350283.02,3356
5350284.00,1273
5350285.00,1274
5350286.00,1275
5350287.01,3357
5350287.02,3358
5350288.00,1277
5350289.00,1278
5350290.00,1279
5350291.00,1280
5350292.00,1281
5350293.00,1282
5350294.01,3359
5350294.02,3360
5350295.00,1284
5350296.00,1285
5350297.01,3361
5350297.02,3362
5350298.00,1287
5350299.00,1288
5350300.00,1289
5350301.01,2567
5350301.02,2568
5350302.01,3363
5350302.02,3364
5350303.00,1292
5350304.01,2569
5350304.02,2570
5350304.03,2571
5350304.04,2572
5350304.05,3365
5350304.06,3366
5350305.00,1294
5350306.00,1295
5350307.00,1296
5350308.01,3367
5350308.02,3368
5350309.00,1298
5350310.00,1299
5350311.01,2573
5350311.02,2574
5350311.03,2575
5350311.04,2576
5350312.01,2577
5350312.02,2578
5350312.03,2579
5350312.04,3369
5350313.00,1302
5350314.00,1303
5350315.01,2580
5350315.02,2581
5350316.01,2582
5350316.02,2583
5350317.01,3370
5350317.02,3371
5350318.00,1307
5350319.00,1308
5350320.01,3372
5350320.02,3373
5350321.00,1310
5350322.00,1311
5350323.01,3374
5350323.02,3375
5350324.01,2584
5350324.02,2585
5350324.03,2586
5350324.04,3376
5350330.00,1314
5350331.01,3377
5350331.02,3378
5350332.00,1316
5350333.00,1317
5350334.00,1318
5350335.00,1319
5350336.00,1320
5350337.00,1321
5350338.00,1322
5350339.00,1323
5350340.00,1324
5350341.01,3379
5350341.02,3380
5350342.00,1326
5350343.00,1327
5350344.00,1328
5350345.00,1329
5350346.01,3381
5350346.02,3382
5350347.00,1331
5350348.00,1332
5350349.00,1333
5350350.00,1334
5350351.00,1335
5350352.00,1336
5350353.01,3383
5350353.02,3384
5350354.00,1338
5350355.01,3385
5350355.02,3386
5350356.00,1340
5350357.01,3387
5350357.02,3388
5350358.01,3389
5350358.02,3390
5350358.03,3391
5350359.00,1343
5350360.00,1344
5350361.00,1345
5350362.00,1346
5350363.01,3392
5350363.02,3393
5350363.03,3394
5350364.01,3395
5350364.02,3396
5350365.00,1349
5350366.00,1350
5350367.01,3397
5350367.02,3398
5350368.00,1352
5350369.00,1353
5350370.01,3399
5350370.02,3400
5350370.03,3401
5350371.00,1355
5350372.00,1356
5350373.00,1357
5350374.01,3402
5350374.02,3403
5350374.03,3404
5350375.01,2587
5350375.02,2588
5350375.03,2589
5350375.04,3405
5350375.05,3406
5350376.01,2590
5350376.02,2591
5350376.03,3407
5350377.01,3408
5350377.02,3409
5350377.03,3410
5350378.01,3411
5350378.02,3412
5350378.03,3413
5350400.01,2592
5350400.02,2593
5350400.03,3414
5350401.01,3415
5350401.02,3416
5350402.01,2594
5350402.02,2595
5350402.03,2596
5350402.04,3417
5350402.05,3418
5350402.06,3419
5350402.07,3420
5350402.08,3421
5350403.00,1366
5350410.00,2597
5350411.00,2598
5350412.01,3422
5350412.02,3423
5350413.00,2600
5350420.00,1368
5350421.01,3424
5350421.02,3425
5350422.01,2601
5350422.02,2602
5350423.01,3426
5350423.02,3427
5350424.00,1372
5350430.00,2603
5350431.00,2604
5350440.00,1374
5350441.00,1375
5350442.01,3428
5350442.02,3429
5350450.00,1377
5350451.01,3430
5350451.02,3431
5350452.01,3432
5350452.02,3433
5350455.00,2649
5350456.01,3434
5350456.02,3435
5350460.00,2605
5350461.00,2606
5350500.01,3436
5350500.02,3437
5350501.01,3438
5350501.02,3439
5350502.01,3440
5350502.02,3441
5350503.00,1384
5350504.00,1385
5350505.01,3442
5350505.02,3443
5350506.00,1387
5350507.00,1388
5350508.00,1389
5350509.01,3444
5350509.02,3445
5350510.00,1391
5350511.01,3446
5350511.02,3447
5350512.00,1393
5350513.01,3448
5350513.02,3449
5350513.03,3450
5350514.00,1395
5350515.00,1396
5350516.01,3451
5350516.02,3452
5350516.03,3453
5350516.04,3454
5350516.05,3455
5350516.06,3456
5350516.07,3457
5350516.08,3458
5350516.09,3459
5350517.00,1398
5350518.00,1399
5350519.00,1400
5350520.01,3460
5350520.02,3461
5350521.01,3462
5350521.02,3463
5350521.03,3464
5350521.04,3465
5350521.05,3466
5350522.00,1403
5350523.00,1404
5350524.01,3467
5350524.02,3468
5350525.01,3469
5350525.02,3470
5350526.01,3471
5350526.02,3472
5350527.01,3473
5350527.02,3474
5350528.00,1409
5350529.01,3475
5350529.02,3476
5350530.00,1411
5350531.01,3477
5350531.02,3478
5350532.01,3479
5350532.02,3480
5350540.01,3481
5350540.02,3482
5350550.01,3483
5350550.02,3484
5350560.00,1416
5350561.00,1417
5350562.01,3485
5350562.02,3486
5350562.03,3487
5350562.04,3488
5350562.05,3489
5350562.06,3490
5350562.07,3491
5350562.08,3492
5350562.09,3493
5350563.01,3494
5350563.02,3495
5350564.00,1420
5350570.01,3496
5350570.02,3497
5350571.01,3498
5350571.02,3499
5350572.00,1424
5350573.01,3500
5350573.02,3501
5350574.00,1426
5350575.01,3502
5350575.02,3503
5350575.03,3504
5350575.04,3505
5350576.01,3506
5350576.02,3507
5350576.03,3508
5350585.01,3509
5350585.02,3510
5350585.03,3511
5350586.00,2608
5350587.00,3045
5350600.00,1431
5350601.00,1432
5350602.00,1433
5350603.00,1434
5350604.00,1435
5350605.00,1436
5350606.00,1437
5350607.00,1438
5350608.00,1439
5350609.00,1440
5350610.00,1441
5350611.00,1442
5350612.00,1443
5350613.00,1444
5350614.00,1445
5350615.00,1446
5350800.01,3512
5350800.02,3513
5350801.01,3514
5350801.02,3515
5350802.00,1454
5350803.00,1455
5350804.01,3516
5350804.02,3517
5350805.00,1457
5350806.00,1458
5350807.00,1459
5350810.01,3518
5350810.02,3519
5350810.03,3520
5350810.04,3521
5350811.00,1461
5350812.00,1462
5350820.00,1463
5370000000,0000
5370001.01,3522
5370001.02,3523
5370001.03,3524
5370002.01,3525
5370002.02,3526
5370002.03,3527
5370003.01,3528
5370003.02,3529
5370003.03,3530
5370003.04,3531
5370004.01,3532
5370004.02,3533
5370005.01,3534
5370005.02,3535
5370005.03,3536
5370006.00,1469
5370007.00,1470
5370008.00,1471
5370009.00,1472
5370010.00,1473
5370011.00,1474
5370012.00,1475
5370013.00,1476
5370014.00,1477
5370015.00,1478
5370016.00,1479
5370017.00,1480
5370018.00,1481
5370019.00,1482
5370020.00,1483
5370021.00,1484
5370022.00,1485
5370023.00,1486
5370024.00,1487
5370025.00,1488
5370026.01,3537
5370026.02,3538
5370026.03,3539
5370026.04,3540
5370026.05,3541
5370027.00,1490
5370028.00,1491
5370029.00,1492
5370030.00,1493
5370031.00,1494
5370032.00,1495
5370033.00,1496
5370034.00,1497
5370035.00,1498
5370036.00,1499
5370037.00,1500
5370038.00,1501
5370039.00,1502
5370040.00,1503
5370041.00,1504
5370042.00,1505
5370043.00,1506
5370044.00,1507
5370045.00,1508
5370046.00,1509
5370047.00,1510
5370048.00,1511
5370049.00,1512
5370050.00,1513
5370051.00,1514
5370052.00,1515
5370053.00,1516
5370054.00,1517
5370055.00,1518
5370056.00,1519
5370057.00,1520
5370058.00,1521
5370059.00,1522
5370060.00,1523
5370061.00,1524
5370062.00,1525
5370063.00,1526
5370064.00,1527
5370065.00,1528
5370066.00,1529
5370067.00,1530
5370068.00,1531
5370069.00,1532
5370070.00,1533
5370071.00,1534
5370072.01,3542
5370072.02,3543
5370072.03,3544
5370072.04,3545
5370073.00,1536
5370080.01,3546
5370080.02,3547
5370081.00,2611
5370082.00,2612
5370083.00,2613
5370084.01,3548
5370084.02,3549
5370085.00,2615
5370086.00,2616
5370100.00,1539
5370101.00,2788
5370120.00,2617
5370121.00,2618
5370122.00,2619
5370123.00,2620
5370124.00,2621
5370130.00,2622
5370131.00,2623
5370132.00,2624
5370133.00,2625
5370140.00,2626
5370141.00,2627
5370142.00,2628
5370143.00,2629
5370144.00,2630
5370200.00,1546
5370201.00,1547
5370202.00,1548
5370203.00,1549
5370204.00,1550
5370205.00,1551
5370206.00,1552
5370207.01,3550
5370207.02,3551
5370208.00,1554
5370209.00,1555
5370210.00,1556
5370211.00,1557
5370212.00,1558
5370213.00,1559
5370214.00,1560
5370215.00,1561
5370216.00,1562
5370217.01,3552
5370217.02,3553
5370218.00,1564
5370219.00,1565
5370220.00,1566
5370221.00,1567
5370222.00,1568
5370223.00,1569
5370224.00,2631
5370300.00,3015
5370301.00,3016
5370302.00,3017
5370303.00,3018
5390000000,0000
5390001.00,1573
5390002.00,1574
5390003.00,1575
5390004.00,1576
5390005.00,1577
5390006.00,1578
5390007.01,3554
5390007.02,3555
5390008.00,1580
5390009.00,1581
5390010.00,1582
5390011.00,1583
5390012.01,3556
5390012.02,3557
5390013.01,3558
5390013.02,3559
5390014.01,2632
5390014.02,2633
5390014.03,3560
5390015.00,1587
5390016.01,3561
5390016.02,3562
5390017.01,3563
5390017.02,3564
5390018.01,3565
5390018.02,3566
5390018.03,3567
5390019.00,1591
5390020.00,1592
5390100.00,2634
5390101.00,2635
5390102.00,2636
5390110.00,2637
5390111.00,2638
5390112.00,2639
5390200.00,1595
5390201.00,1596
5390202.00,1597
5390203.01,3568
5390203.02,3569
5390204.00,1599
5390205.00,1600
5390206.00,1601
5390207.00,1602
5390208.00,1603
5390209.01,3570
5390209.02,3571
5390210.00,1605
5390211.00,1606
5390212.00,1607
5390213.00,1608
5390214.00,1609
5390215.00,1610
5390220.00,2640
5390221.00,2641
5390230.00,2647
5390300.00,1612
5390301.00,1613
5390302.00,1614
5390303.00,1615
5390304.00,1616
5390305.00,1617
5390306.00,1618
5390307.00,1619
5390308.00,1620
5390309.00,1621
5390310.00,1622
5390311.00,1623
5390320.00,2642
5390321.00,2643
5390322.00,2644
5390323.00,2645
5390324.00,2646
5410000000,0000
5410001.00,2652
5410002.01,2653
5410002.02,2654
5410003.00,1628
5410004.01,3572
5410004.02,3573
5410005.00,1630
5410006.00,1631
5410007.00,1632
5410008.01,2656
5410008.02,2657
5410009.00,2658
5410010.00,1635
5410011.00,1636
5410012.00,1637
5410013.00,1638
5410014.01,2659
5410014.02,2660
5410015.00,2661
5410016.00,1641
5410017.00,1642
5410018.00,1643
5410019.00,2662
5410020.00,1645
5410021.00,1646
5410022.00,2663
5410023.00,1648
5410024.00,2668
5410025.00,2665
5410100.00,1649
5410101.01,3574
5410101.02,3575
5410101.03,3576
5410102.00,1651
5410103.00,1652
5410104.00,1653
5410105.00,1654
5410106.01,3577
5410106.02,3578
5410106.03,3579
5410107.00,1656
5410108.00,2666
5410109.00,2667
5410110.00,2669
5410111.01,3580
5410111.02,3581
5410120.00,2671
5410121.00,2672
5410122.00,2673
5410123.00,2674
5410124.00,2675
5410125.00,2676
5410126.01,3582
5410126.02,3583
5410126.03,3584
5410127.01,3585
5410127.02,3586
5410128.00,2679
5410129.00,2680
5410130.00,2681
5410131.00,2682
5410140.00,2670
5430000000,0000
5430001.00,1671
5430002.00,1672
5430003.00,1673
5430004.00,1674
5430005.00,1675
5430006.00,1676
5430007.00,1677
5430008.00,1678
5430009.00,1679
5430010.00,1680
5430011.00,1681
5430012.00,1682
5430013.00,1683
5430014.01,3587
5430014.02,3588
5430014.03,3589
5430014.04,3590
5430100.00,2683
5430101.00,2684
5430102.00,2688
5430110.00,1686
5500000000,0000
5500001.01,3591
5500001.02,3592
5500001.03,3593
5500002.00,1688
5500003.00,2686
5500004.00,2687
5500005.00,1691
5500006.00,1692
5500007.00,1693
5500008.00,1694
5500009.01,3594
5500009.02,3595
5500010.00,1696
5500011.00,1697
5500012.00,1698
5500013.01,3596
5500013.02,3597
5500014.00,2690
5500100.00,3598
5550000000,0000
5550001.01,3599
5550001.02,3600
5550001.03,3601
5550002.01,3602
5550002.02,3603
5550002.03,3604
5550003.00,1703
5550004.00,1704
5550005.01,3605
5550005.02,3606
5550006.01,3607
5550006.02,3608
5550006.03,3609
5550007.00,1707
5550008.00,1708
5550009.01,3610
5550009.02,3611
5550010.01,3612
5550010.02,3613
5550011.00,1711
5550012.00,1712
5550013.00,1713
5550014.00,1714
5550015.00,1715
5550016.00,1716
5550017.00,1717
5550018.00,1718
5550019.00,1719
5550020.01,3614
5550020.02,3615
5550021.00,1721
5550022.00,1722
5550023.00,1723
5550024.00,1724
5550025.00,1725
5550026.00,1726
5550027.01,3616
5550027.02,3617
5550028.00,1728
5550029.00,1729
5550030.00,1730
5550031.00,1731
5550032.00,1732
5550033.00,1733
5550034.00,1734
5550035.00,1735
5550036.00,1736
5550037.00,1737
5550038.00,1738
5550039.00,1739
5550040.00,1740
5550041.00,1741
5550042.00,1742
5550043.00,1743
5550044.01,3618
5550044.02,3619
5550044.03,3620
5550044.04,3621
5550045.00,1745
5550046.00,1746
5550047.00,1747
5550048.00,1748
5550049.00,1749
5550050.00,1750
5550051.00,1751
5550100.00,1752
5550110.00,1753
5550120.00,1754
5550130.00,1755
5550140.00,2832
5550230.00,2791
5590000000,0000
5590001.00,1760
5590002.00,1761
5590003.00,1762
5590004.00,1763
5590005.00,1764
5590006.00,1765
5590007.00,1766
5590008.00,1767
5590009.00,1768
5590010.00,1769
5590011.00,1770
5590012.00,1771
5590013.00,1772
5590014.00,1773
5590015.00,1774
5590016.00,1775
5590017.00,1776
5590018.01,3622
5590018.02,3623
5590019.01,3624
5590019.02,3625
5590019.03,3626
5590020.00,1779
5590021.00,1780
5590022.00,1781
5590023.00,1782
5590024.00,1783
5590025.00,1784
5590026.00,1785
5590027.00,1786
5590028.00,1787
5590029.00,1788
5590030.00,1789
5590031.00,1790
5590032.00,1791
5590033.00,1792
5590034.00,1793
5590035.00,1794
5590036.00,1795
5590037.00,1796
5590038.00,1797
5590039.00,1798
5590040.00,1799
5590041.00,1800
5590042.00,1801
5590043.00,1802
5590100.00,1803
5590101.00,1804
5590102.00,1805
5590110.00,1806
5590120.00,2700
5590130.00,2701
5590140.00,2702
5590150.00,2703
5590155.00,3046
5590160.00,2704
5620000000,0000
5620001.00,2708
5620002.00,1817
5620003.00,1818
5620004.00,1819
5620005.00,1820
5620006.00,1821
5620007.00,1822
5620008.00,1823
5620009.00,1824
5620010.00,1825
5620011.00,1826
5620012.00,1827
5620013.00,1828
5620100.00,1830
5620101.00,2709
5620102.00,2710
5620110.00,2711
5750000000,0000
5750001.00,3627
5750002.00,3628
5750003.00,3629
5750004.00,3630
5750005.00,3631
5750006.00,3632
5750007.00,3633
5750008.00,3634
5750009.00,3635
5750010.00,3636
5750011.00,3637
5750012.00,3638
5750013.00,3639
5750014.00,3640
5750015.00,3641
5750016.00,3642
5750017.00,3643
5750100.00,3644
5750101.00,3645
5800000000,0000
5800001.01,2792
5800001.02,2793
5800001.03,3646
5800002.00,1835
5800003.00,1836
5800004.00,1837
5800005.00,1838
5800006.00,1839
5800007.00,1840
5800008.00,1841
5800009.00,1842
5800010.00,1843
5800011.00,1844
5800012.00,1845
5800013.00,1846
5800014.00,1847
5800015.00,1848
5800016.01,3647
5800016.02,3648
5800017.01,3649
5800017.02,3650
5800100.00,1851
5800101.00,2717
5800102.00,2718
5800110.00,1852
5800130.00,1854
5800131.00,2712
5800132.00,2713
5800160.00,2714
5800161.01,3651
5800161.02,3652
5800162.00,2716
5800190.00,2719
5800191.00,2720
5800192.00,2721
5800193.00,2722
5900000000,0000
5900001.00,1862
5900002.00,1863
5900003.00,1864
5900004.00,1865
5900005.00,1866
5900006.00,1867
5900007.00,1868
5900008.00,1869
5900009.00,1870
5900010.00,1871
5900011.00,1872
5900012.00,1873
5900013.00,1874
5900014.00,1875
5900015.00,1876
5900016.00,1877
5900017.00,1878
5900018.01,3653
5900018.02,3654
5900100.00,1880
5900101.00,3655
5900102.00,3656
5950000000,0000
5950001.00,1881
5950002.00,1882
5950003.00,1883
5950004.00,1884
5950005.00,1885
5950006.00,1886
5950007.00,1887
5950008.00,1888
5950009.01,3657
5950009.02,3658
5950010.01,3659
5950010.02,3660
5950011.01,3661
5950011.02,3662
5950011.03,3663
5950012.00,1892
5950013.00,1893
5950014.00,1894
5950015.00,1895
5950016.00,1896
5950017.00,1897
5950018.00,1898
5950019.00,1899
5950020.00,1900
5950021.00,1901
5950022.01,3664
5950022.02,3665
5950023.00,1903
5950100.00,2724
5950101.00,2648
6020000000,0000
6020001.00,1906
6020002.00,1907
6020003.00,1908
6020004.01,2725
6020004.02,2726
6020005.00,1910
6020006.00,1911
6020007.00,1912
6020008.00,1913
6020009.00,1914
6020010.00,1915
6020011.00,1916
6020012.00,1917
6020013.00,1918
6020014.00,1919
6020015.00,1920
6020016.00,1921
6020017.00,1922
6020018.00,1923
6020019.00,1924
6020020.00,1925
6020021.00,1926
6020022.00,1927
6020023.00,1928
6020024.00,1929
6020025.00,1930
6020026.00,1931
6020027.00,1932
6020028.00,1933
6020029.00,1934
6020030.00,1935
6020031.00,1936
6020032.00,1937
6020033.00,1938
6020034.00,1939
6020035.00,1940
6020036.00,1941
6020037.00,1942
6020038.00,1943
6020039.00,1944
6020040.00,1945
6020041.00,1946
6020042.00,1947
6020043.00,1948
6020044.00,1949
6020045.00,1950
6020046.00,1951
6020047.00,1952
6020048.00,1953
6020049.00,1954
6020050.01,3666
6020050.02,3667
6020051.01,3668
6020051.02,3669
6020052.00,1957
6020100.01,3670
6020100.02,3671
6020101.01,3672
6020101.02,3673
6020102.01,2727
6020102.02,2728
6020102.03,2729
6020102.04,3674
6020103.00,1961
6020104.00,1962
6020105.00,1963
6020110.01,3675
6020110.02,3676
6020110.03,3677
6020111.00,1965
6020112.01,2730
6020112.02,2731
6020113.00,1967
6020114.00,1968
6020115.00,1969
6020116.00,1970
6020117.00,1971
6020120.01,2732
6020120.02,2733
6020120.03,3678
6020121.00,1973
6020122.00,1974
6020123.00,1975
6020130.01,3679
6020130.02,3680
6020131.00,1977
6020132.00,1978
6020133.00,1979
6020134.00,1980
6020140.00,1981
6020141.01,2734
6020141.02,2735
6020142.01,3681
6020142.02,3682
6020150.00,1984
6020500.01,2736
6020500.02,2737
6020500.03,3683
6020501.01,3684
6020501.02,3685
6020502.00,1987
6020503.00,1988
6020510.00,1989
6020520.00,1990
6020521.00,1991
6020522.01,3686
6020522.02,3687
6020530.00,1993
6020531.00,1994
6020532.00,1995
6020533.00,1996
6020534.00,1997
6020535.00,1998
6020536.00,1999
6020537.01,2738
6020537.02,2739
6020537.03,2740
6020538.00,2001
6020539.00,2002
6020540.01,2741
6020540.02,2742
6020540.03,2743
6020541.00,2004
6020542.00,2005
6020550.00,2006
6020551.00,2007
6020552.00,2008
6020553.00,2009
6020560.01,3688
6020560.02,3689
6020560.03,3690
6020570.00,2011
6020580.00,2723
6020590.00,2799
6020600.00,2800
7050000000,0000
7050001.01,2744
7050001.02,2745
7050002.01,3691
7050002.02,3692
7050003.00,2014
7050004.00,2015
7050005.00,2016
7050006.00,2017
7050007.00,2018
7050008.01,3693
7050008.02,3694
7050009.01,3695
7050009.02,3696
7050010.00,2021
7050011.00,2022
7050012.00,2023
7050013.00,2024
7050014.00,2025
7050015.00,2026
7050016.00,2027
7050017.00,2028
7050018.00,2029
7050019.00,2030
7050020.00,2031
7050021.00,2032
7050022.00,2033
7050023.01,3697
7050023.02,3698
7050024.00,2035
7050025.01,2746
7050025.02,2747
7050026.00,2037
7050027.00,2038
7050028.01,3699
7050028.02,3700
7050100.00,2040
7250000000,0000
7250001.00,2041
7250002.01,2794
7250002.02,2795
7250003.00,2043
7250004.00,2044
7250005.00,2045
7250006.01,3701
7250006.02,3702
7250006.03,3703
7250007.00,2047
7250008.00,2048
7250009.00,2049
7250010.00,2050
7250011.01,2796
7250011.02,2797
7250011.03,2798
7250012.01,3704
7250012.02,3705
7250012.03,3706
7250013.00,2053
7250014.00,2054
7250015.00,2055
7250016.00,2056
7250017.00,2057
7250018.01,3707
7250018.02,3708
7250018.03,3709
7250018.04,3710
7250019.00,2059
7250020.00,2060
7250021.01,3711
7250021.02,3712
7250021.03,3713
7250022.00,2062
8250000000,0000
8250001.01,2748
8250001.02,2749
8250001.03,2750
8250001.04,3714
8250001.05,3715
8250001.06,3716
8250001.07,3717
8250001.08,3718
8250001.09,3719
8250002.00,2064
8250003.00,2065
8250004.00,2066
8250005.00,2067
8250006.00,2068
8250007.01,3720
8250007.02,3721
8250007.03,3722
8250007.04,3723
8250008.00,2070
8250009.00,2071
8250010.00,2072
8250011.00,2073
8250012.00,2074
8250013.00,2075
8250014.00,2076
8250015.00,2077
8250016.00,2078
8250017.00,2079
8250018.00,2080
8250019.00,2081
8250020.00,2082
8250021.00,2083
8250022.00,2084
8250023.00,2085
8250024.00,2086
8250025.00,2087
8250026.00,2088
8250027.00,2089
8250028.00,2090
8250029.00,2091
8250030.00,2092
8250031.00,2093
8250032.00,2094
8250033.00,2095
8250034.00,2096
8250035.01,3724
8250035.02,3725
8250036.01,3726
8250036.02,3727
8250037.00,2099
8250038.01,2751
8250038.02,2752
8250038.03,2753
8250038.04,2754
8250038.05,3728
8250038.06,3729
8250038.07,3730
8250038.08,3731
8250038.09,3732
8250038.10,3733
8250038.11,3734
8250038.12,3735
8250038.13,3736
8250038.14,3737
8250039.00,2101
8250040.00,2102
8250041.00,2103
8250042.00,2104
8250043.00,2105
8250044.00,2106
8250045.00,2107
8250046.00,2108
8250047.00,2109
8250048.00,2110
8250049.00,2111
8250050.00,2112
8250051.00,2113
8250052.01,3738
8250052.02,3739
8250052.03,3740
8250052.04,3741
8250053.00,2115
8250054.00,2116
8250055.00,2117
8250056.00,2118
8250057.00,2119
8250058.00,2120
8250059.00,2121
8250060.00,2122
8250061.00,2123
8250062.00,2124
8250063.00,2125
8250064.00,2126
8250065.00,2127
8250066.01,3742
8250066.02,3743
8250067.00,2129
8250068.00,2130
8250069.00,2131
8250070.00,2132
8250071.00,2133
8250072.00,2134
8250073.00,2135
8250074.00,2136
8250075.01,3744
8250075.02,3745
8250076.01,2755
8250076.02,2756
8250076.03,2757
8250076.04,3746
8250076.05,3747
8250076.06,3748
8250077.01,3749
8250077.02,3750
8250077.03,3751
8350000000,0000
8350001.01,3752
8350001.02,3753
8350001.03,3754
8350001.04,3755
8350001.05,3756
8350002.01,2758
8350002.02,2759
8350002.03,3757
8350003.00,2142
8350004.00,2143
8350005.01,3758
8350005.02,3759
8350006.01,3760
8350006.02,3761
8350006.03,3762
8350006.04,3763
8350006.05,3764
8350006.06,3765
8350007.01,3766
8350007.02,3767
8350008.00,2147
8350009.00,2148
8350010.00,2149
8350011.00,2150
8350012.01,2761
8350012.02,2762
8350013.00,2152
8350014.00,2153
8350015.01,3768
8350015.02,3769
8350016.01,3770
8350016.02,3771
8350017.00,2156
8350018.00,2157
8350019.01,3772
8350019.02,3773
8350020.00,2159
8350021.00,2160
8350022.00,2161
8350023.00,2162
8350024.00,2163
8350025.00,2164
8350026.00,2165
8350027.00,2166
8350028.00,2167
8350029.00,2168
8350030.00,2169
8350031.00,2170
8350032.01,3774
8350032.02,3775
8350033.00,2172
8350034.00,2173
8350035.00,2174
8350036.00,2175
8350037.00,2176
8350038.00,2177
8350039.00,2178
8350040.00,2179
8350041.00,2180
8350042.01,3776
8350042.02,3777
8350043.00,2182
8350044.00,2183
8350045.00,2184
8350046.00,2185
8350047.00,2186
8350048.00,2187
8350049.00,2188
8350050.00,2189
8350051.01,3778
8350051.02,3779
8350052.01,3780
8350052.02,3781
8350053.00,2192
8350054.00,2193
8350055.00,2194
8350056.00,2195
8350057.00,2196
8350058.00,2197
8350059.00,2198
8350060.01,3782
8350060.02,3783
8350061.00,2200
8350062.00,2201
8350063.00,2202
8350064.01,3784
8350064.02,3785
8350065.01,3786
8350065.02,3787
8350065.03,3788
8350066.00,2205
8350067.00,2206
8350068.00,2207
8350069.00,2208
8350070.00,2209
8350071.00,2210
8350072.00,2211
8350073.00,2212
8350074.00,2213
8350075.01,2763
8350075.02,2764
8350075.03,3789
8350075.04,3790
8350075.05,3791
8350075.06,3792
8350075.07,3793
8350076.01,3794
8350076.02,3795
8350077.01,3796
8350077.02,3797
8350078.01,3798
8350078.02,3799
8350078.03,3800
8350078.04,3801
8350078.05,3802
8350090.01,3803
8350090.02,3804
8350090.03,3805
8350090.04,3806
8350090.05,3807
8350090.06,3808
8350090.07,3809
8350090.08,3810
8350090.09,3811
8350090.10,3812
8350100.00,3011
8350101.01,3813
8350101.02,3814
8350102.00,2766
8350103.00,2767
8350104.00,2768
8350105.01,3815
8350105.02,3816
8350106.00,2770
8350110.00,2771
8350111.00,2772
8350120.01,3817
8350120.02,3818
8350120.03,3819
8350120.04,3820
8350121.01,3821
8350121.02,3822
8350121.03,3823
8350140.00,2775
8350141.00,2776
8350142.01,3824
8350142.02,3825
9150000000,0000
9150001.00,3826
9150002.00,3827
9150003.00,3828
9150004.00,3829
9150005.00,3830
9150006.00,3831
9150007.00,3832
9150008.00,3833
9150009.00,3834
9150010.00,3835
9150011.00,3836
9150012.00,3837
9150013.00,3838
9150014.00,3839
9150015.00,3840
9150016.00,3841
9150017.00,3842
9150018.00,3843
9150019.00,3844
9150100.00,3845
9150101.00,3846
9150102.00,3847
9150103.00,3848
9150104.00,3849
9250000000,0000
9250001.00,3850
9250002.00,3851
9250003.00,3852
9250004.00,3853
9250005.00,3854
9250006.00,3855
9250007.00,3856
9250008.00,3857
9250009.00,3858
9250010.00,3859
9250011.00,3860
9250012.00,3861
9250013.00,3862
9250014.00,3863
9250015.00,3864
9250016.00,3865
9250017.00,3866
9250018.00,3867
9250019.00,3868
9250020.00,3869
9250021.00,3870
9250022.00,3871
9330000000,0000
9330001.00,2950
9330002.00,2229
9330003.00,2230
9330004.00,2231
9330005.00,2232
9330006.00,2233
9330007.00,2234
9330008.00,2235
9330009.00,2236
9330010.00,2237
9330011.00,2238
9330012.00,2239
9330013.01,2951
9330013.02,2952
9330014.00,2241
9330015.01,2953
9330015.02,2954
9330016.01,3872
9330016.02,3873
9330017.00,2244
9330018.01,2955
9330018.02,2956
9330019.00,2246
9330020.00,2247
9330021.00,2248
9330022.00,2249
9330023.00,2250
9330024.00,2251
9330025.00,2252
9330026.00,2253
9330027.00,2254
9330028.00,2255
9330029.00,2256
9330030.00,2257
9330031.00,2258
9330032.00,2259
9330033.00,2260
9330034.00,2261
9330035.00,2262
9330036.01,2957
9330036.02,2958
9330037.00,2264
9330038.00,2265
9330039.00,2266
9330040.00,2267
9330041.00,2268
9330042.00,2269
9330043.00,2270
9330044.00,2271
9330045.00,2272
9330046.00,2273
9330047.00,2274
9330048.00,2275
9330049.01,3874
9330049.02,3875
9330050.01,3876
9330050.02,3877
9330051.00,2278
9330052.01,3878
9330052.02,3879
9330053.00,2280
9330054.00,2281
9330055.00,2282
9330056.00,2283
9330057.00,2284
9330058.00,2285
9330059.01,3880
9330059.02,3881
9330060.00,2287
9330061.00,2288
9330062.00,2289
9330063.00,2290
9330064.00,2291
9330065.00,2292
9330066.00,2293
9330067.00,2294
9330068.00,2295
9330069.00,2296
9330100.01,3882
9330100.02,3883
9330101.01,3884
9330101.02,3885
9330102.00,2300
9330103.00,2301
9330104.00,2302
9330110.00,2303
9330111.01,3886
9330111.02,3887
9330111.03,3888
9330112.00,2305
9330113.00,2306
9330114.00,2307
9330115.00,2308
9330116.00,2309
9330117.00,2310
