ctuid_s,ctuid_t,w,f
0010001.00,8250001.01,0.2758246839230419,4
0010001.00,8250001.02,0.3048618849081189,4
0010001.00,8250001.03,0.08058847502020129,4
0010001.00,8250001.04,0.09128594882792959,4
0010001.00,8250001.05,0.014168325057159693,4
0010001.00,8250001.06,0.021777230952831392,4
0010001.00,8250001.07,0.03421753702973739,4
0010001.00,8250001.08,0.0711433235172238,4
0010001.00,8250001.09,0.013686222248887592,4
0010001.00,8250001.10,0.014732862748214892,4
0010001.00,8250001.11,0.0054313737035698514,4
0010001.00,8250001.13,0.005565148535662632,4
0010001.00,8250001.14,0.007849580418867113,4
0010001.00,8250001.17,0.010507509054229792,4
0010001.00,8250001.22,0.002977487270017112,4
0010001.00,8250001.23,0.000532809785411508,4
0010001.00,8250001.25,0.005145158807896042,4
0010001.00,8250001.26,0.017062164367310593,4
0010001.00,8250001.28,0.0029879154723741422,4
0010001.00,8250001.29,0.003246831226804232,4
0010001.00,8250001.30,8.817967532933592e-05,4
0010001.00,8250001.35,0.0072961349813800815,4
0010001.00,8250001.36,0.005117804384208202,4
0010001.00,8250001.37,0.002358586393513402,4
0010001.00,8250001.38,0.0005935316848903431,4
0010001.00,8250001.39,0.00036272286511791914,4
0010001.00,8250002.11,0.00044936430837314815,4
0010001.00,8250002.12,0.00014120283169787972,4
0010002.00,8250002.02,0.3006428394905716,4
0010002.00,8250002.04,0.5325940257729745,4
0010002.00,8250002.06,0.03149246605198915,4
0010002.00,8250002.07,0.027446049297883357,4
0010002.00,8250002.08,0.017640475317874757,4
0010002.00,8250002.09,0.013509292232698356,4
0010002.00,8250002.12,0.0008393921226009284,4
0010002.00,8250002.14,0.014630798036651356,4
0010002.00,8250002.15,0.06120466167675595,4
0010003.00,8250001.04,0.0367566322584105,4
0010003.00,8250003.00,0.9632433677415895,4
0010004.00,8250001.02,0.020918978308015833,4
0010004.00,8250004.00,0.9790810216919842,4
0010005.00,8250005.00,1.0,1
0010006.00,8250001.14,0.015690057455571775,4
0010006.00,8250006.00,0.9843099425444282,4
0010007.00,8250001.09,0.0028604965830038897,4
0010007.00,8250001.13,0.0022514486778223274,4
0010007.00,8250007.01,0.2985460210047631,4
0010007.00,8250007.02,0.04624024343118563,4
0010007.00,8250007.03,0.22263444600096002,4
0010007.00,8250007.04,0.4274673443022651,4
0010008.00,8250008.00,1.0,1
0010009.00,8250009.00,1.0,1
