source_ctuid,target_ctuid,w_area
0010001.00,0010008.00,1.0
0010002.00,0010009.00,1.0
0010003.00,0010014.00,0.90261663
0010003.00,0010015.01,0.09738337
0010004.00,0010013.00,1.0
0010005.00,0010010.00,1.0
0010006.00,0010007.00,1.0
0010007.00,0010006.00,1.0
0010008.00,0010011.00,1.0
0010009.00,0010012.00,1.0
0010010.00,0010005.01,0.45877561
0010010.00,0010005.02,0.54122439
0010011.00,0010002.00,0.89791726
0010011.00,0010003.01,0.10208274
0010012.00,0010001.00,0.88471312
0010012.00,0010002.00,0.11528688
0010400.00,0010171.00,0.71596304
0010400.00,0010172.03,0.25571065
0010400.00,0010172.06,0.0283263
0010401.00,0010004.01,0.32654155
0010401.00,0010004.02,0.38598476
0010401.00,0010005.01,0.05214828
0010401.00,0010172.04,0.20214518
0010401.00,0010202.01,0.03318022
0010402.00,0010001.00,0.37804611
0010402.00,0010002.00,0.14586537
0010402.00,0010100.01,0.47400004
0010402.00,0010100.03,0.00208848
0010403.00,0010100.01,0.09220144
0010403.00,0010170.01,0.4264696
0010403.00,0010171.00,0.18961234
0010403.00,0010172.02,0.14845891
0010403.00,0010172.05,0.03293851
0010403.00,0010202.06,0.1103192
0010404.00,0010014.00,0.17013252
0010404.00,0010016.01,0.16688803
0010404.00,0010016.02,0.66297945
0010405.00,0010003.01,0.25996426
0010405.00,0010003.02,0.20546995
0010405.00,0010170.01,0.14159313
0010405.00,0010170.02,0.15919845
0010405.00,0010171.00,0.08413237
0010405.00,0010172.04,0.14964184
0010406.00,0010004.01,0.42322989
0010406.00,0010202.01,0.03025054
0010406.00,0010202.02,0.02142018
0010406.00,0010202.06,0.13786156
0010406.00,0010202.07,0.0622804
0010406.00,0010202.10,0.32495744
0010407.00,0010015.01,0.31401671
0010407.00,0010015.02,0.10941435
0010407.00,0010015.03,0.14826362
0010407.00,0010015.04,0.06396077
0010407.00,0010200.01,0.35726974
0010407.00,0010200.02,0.0070748
0010408.00,0010004.01,0.10128664
0010408.00,0010016.02,0.89870687
0010408.00,0010202.01,6.49e-06
0010409.00,0010008.00,1.0
2050001.00,2050003.00,1.0
2050002.00,2050004.01,0.46121978
2050002.00,2050004.02,0.53878022
2050003.00,2050008.00,1.0
2050004.00,2050009.00,1.0
2050005.00,2050010.00,1.0
2050006.00,2050020.00,1.0
2050007.00,2050021.00,1.0
2050008.00,2050022.00,1.0
2050009.00,2050005.00,1.0
2050010.00,2050006.00,1.0
2050011.00,2050012.00,1.0
2050012.00,2050011.00,1.0
2050013.00,2050007.00,1.0
2050014.00,2050019.00,1.0
2050015.00,2050013.00,1.0
2050016.00,2050018.00,1.0
2050017.00,2050023.00,1.0
2050018.00,2050101.00,0.35974283
2050018.00,2050102.00,0.50577685
2050018.00,2050103.00,0.13448032
2050019.00,2050108.00,0.45803965
2050019.00,2050109.00,0.54196035
2050020.00,2050110.00,0.47523481
2050020.00,2050111.00,0.52476519
2050400.00,2050001.00,0.18147283
2050400.00,2050002.00,0.32215773
2050400.00,2050014.00,0.1733868
2050400.00,2050015.00,0.16128962
2050400.00,2050120.00,0.16169301
2050401.00,2050016.00,0.19634944
2050401.00,2050017.00,0.444875
2050401.00,2050024.00,0.35877556
2050402.00,2050025.01,0.09912475
2050402.00,2050025.02,0.20897752
2050402.00,2050025.04,0.00903827
2050402.00,2050026.02,0.13054737
2050402.00,2050026.03,0.09939489
2050402.00,2050026.04,0.00083872
2050402.00,2050027.00,0.11929939
2050402.00,2050123.05,0.09278937
2050402.00,2050123.06,0.02978437
2050402.00,2050123.07,0.15913492
2050402.00,2050123.08,0.01552128
2050402.00,2050131.03,3.45e-06
2050402.00,2050132.06,0.03437858
2050402.00,2050142.02,0.00116712
2050403.00,2050103.00,0.05013185
2050403.00,2050104.01,0.04790432
2050403.00,2050104.04,8.552e-05
2050403.00,2050105.01,0.05057377
2050403.00,2050105.02,0.05408263
2050403.00,2050106.01,0.06123362
2050403.00,2050106.02,0.08179591
2050403.00,2050107.00,0.06191171
2050403.00,2050112.00,0.06043978
2050403.00,2050113.00,0.07831281
2050403.00,2050114.00,0.11012888
2050403.00,2050121.10,8.52e-06
2050403.00,2050122.01,0.01061357
2050403.00,2050122.03,0.06048131
2050403.00,2050122.04,0.02206576
2050403.00,2050122.05,0.01105195
2050403.00,2050123.01,0.05191543
2050403.00,2050123.02,0.17086338
2050403.00,2050130.03,0.00046395
2050403.00,2050130.04,0.00277059
2050403.00,2050131.03,3.553e-05
2050403.00,2050131.04,0.00787426
2050403.00,2050131.05,2.408e-05
2050403.00,2050132.06,0.00523088
2050404.00,2050104.04,0.01912842
2050404.00,2050121.02,0.04887444
